,url,legit
23,https://www.ebay.com/itm/New-Steven-Stamkos-91-Lightning-Men-Size-S-M-L-XL-2X-Premier-Reebok-Jersey-130/192512509334?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160908105057%26meid%3Df177aa4510534e4e86ddc24a47c5022c%26pid%3D100675%26rk%3D7%26rkt%3D15%26sd%3D282988605930%26itm%3D192512509334&_trksid=p2481888.c100675.m4236&_trkparms=pageci%3Ac742e039-69a1-11e8-a017-74dbd180ffb8%7Cparentrq%3Ad5cdb7021630ac3cc9830bc1fff75671%7Ciid%3A1,1
24,https://imgur.com/a/aojNQQl,1
25,https://www.ebay.com/itm/Adidas-Authentic-Detroit-Red-Wings-Jersey/132603199401?_trkparms=aid%3D222007%26algo%3DSIM.MBE%26ao%3D2%26asc%3D52475%26meid%3D7853c74f66f04d0db5dcedc3477b8a0b%26pid%3D100005%26rk%3D6%26rkt%3D12%26sd%3D142652099564%26itm%3D132603199401&_trksid=p2047675.c100005.m1851,1
26,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F362211504508,1
27,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F223008348533,0
28,https://www.ebay.com/itm/Vintage-ERIC-DESJARDINS-37-Philadelphia-Flyers-CCM-White-NHL-Hockey-Jersey-L-/112869844861,1
29,https://www.ebay.com/itm/Wayne\-Gretzky\-Oilers\-Heroes\-Of\-Hockey\-Jersey\-Sz\-Large\-/163086477995?\_trksid=p2047675.l2557&ssPageName=STRK&#37;3AMEBIDX&#37;3AIT&nma=true&si=Kuaalyv9fy3bkDOkCCCEU&#37;252FqNsU4&#37;253D&orig\_cvip=true&rt=nc,1
30,https://m.ebay.com/itm/Vancouver-Canucks-NHL-CCM-2XL-White-Hockey-Jersey-XXL/292555504877?hash=item441daabced:g:IQgAAOSwRyRa8fLC,1
31,https://imgur.com/a/IUbAYB2,1
32,https://imgur.com/a/WVsaDV1,1
33,https://www.ebay.com/itm/NWT-CCM-ALEX-OVECHKIN-WASHINGTON-CAPITALS-VINTAGE-THROWBACK-HOME-JERSEY-SIZE-L/292589757157?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2055119.m1438.l2649,1
34,https://imgur.com/gallery/dJa3l4B,1
35,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F153053859381,0
36,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F332665836080,1
37,https://imgur.com/gallery/ofCB782,1
38,https://m.ebay.com/itm/NEW-YORK-RANGERS-AUTHENTIC-THIRD-REEBOK-EDGE-7287-JERSEY-SIZE-50/132653497502?hash=item1ee2c3bc9e:g:SJ0AAOSw92RbGKt~,1
39,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F153054851149,1
40,https://imgur.com/a/jCrJ9rY,0
41,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F132657246954,1
42,https://www.ebay.com/itm/Jack-Eichel-Replica-Reebok-Navy-Jersey-Size-48-Mens-Medium/122930917320?hash=item1c9f40efc8:g:yT8AAOSwzbxaaKQw#shpCntId,0
43,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F302767365570,1
44,https://www.ebay.com/itm/Olaf-Kolzig-Washington-Capitals-Vintage-CCM-NHL-Center-Ice-Pro-Authentic-Jersey/222995050407?hash=item33eb8a6fa7:g:rFsAAOSwbWZaZrlH,1
45,https://www.ebay.com/itm/Washington-Capitals-Jersey-small-men-S-mens-CCM-Blue-SCREAMING-Eagle-RARE-kidsL/123182597073?hash=item1cae4143d1:g:macAAOSwG1NbHX~Y,1
46,https://imgur.com/a/XV8khCA,1
47,https://imgur.com/a/BkrZ8cS,1
48,https://www.ebay.com/itm/VINTAGE-KOHO-NHL-TORONTO-MAPLE-LEAFS-AUTHENTIC-WHITE-JERSEY-SIZE-52-Free-Ship/223016171571?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2057872.m2749.l2649,1
49,https://m.ebay.com/itm/NWT-T-J-Oshie-77-Washington-Capitals-2018-Stadium-Series-Authentic-Jersey-/113048099167,0
50,https://www.ebay.com/itm/NICKLAS-BACKSTROM-WASHINGTON-CAPITALS-NIKE-TEAM-SWEDEN-OLYMPIC-JERSEY-/273247273327?var=&hash=item854eb95f2b,1
51,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F202327612544,1
52,https://imgur.com/a/TjVv4KN,0
53,https://i.imgur.com/JBUXfr6.jpg,1
54,https://www.ebay.com/itm/NWT-T-J-Oshie-77-Washington-Capitals-2018-Champions-Authentic-Jersey-Red/223013190810?hash=item33ec9f3c9a:m:mnpYYyXuG-CH6kcw_v_VwJg,0
55,https://www.ebay.com/itm/Reebok-Philadelphia-Flyers-Danny-Briere-Home-Black-Jersey-2007-2010-Large/253682228376?hash=item3b10a39c98:g:yeUAAOSw3UZbHdDx,1
56,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F113052402409,1
57,https://m.ebay.com/itm/NWT-Nicklas-Backstrom-Washington-Capitals-2018-Champions-Authentic-Jersey-Red/223013207521?hash=item33ec9f7de1:m:m-9VLvoPexd822WNm-W93ow,0
58,https://m.ebay.ca/itm/VANCOUVER-CANUCKS-NHL-JERSEY-CCM-L/123182544564?hash=item1cae4076b4:g:88kAAOSwhJdawNq6,1
59,https://m.ebay.com/itm/Mens-Washington-Capitals-Alexander-Ovechkin-2018-stadium-series-jersey-M-3XL/323251022858?hash=item4b43432c0a:m:m2wFjxslqH0RnZV5vMteEZw,0
60,https://imgur.com/a/hxngEf5,1
61,https://www.ebay.com/itm/Vintage-Mens-Starter-Tampa-Bay-Lightning-NHL-Hockey-Jersey-Size-Large-X-Large/132661086117?hash=item1ee33787a5:g:eF4AAOSwwwRbH~~M,1
62,https://www.ebay.com/itm/Black-Washington-Capitals-CCM-Jersey-NWT/162939360233?hash=item25eff153e9:g:c0MAAOSwFHZapCPg,1
63,https://www.ebay.com/itm/283003623745?ul_noapp=true,1
64,https://www.ebay.de/itm/Phoenix-Coyotes-Eishockey-Trikot-L/192564643974?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2060353.m1438.l2649,1
65,https://m.ebay.com/itm/Steven-Stamkos-Jersey-Size-54from-the-TB-Lightening-New-With-Tags-Sweet/123131385547?hash=item1cab33d6cb:g:9P4AAOSwFHZarzJI,0
66,https://imgur.com/a/1gMAvCM,1
67,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F142837433880,1
68,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F202344999377,1
69,https://imgur.com/a/vcuqjG1,1
70,https://www.ebay.com/itm/222979714451,0
71,https://www.ebay.com/itm/JAROMIR-JAGR-CZECH-REPUBLIC-1998-NAGANO-OLYMPIC-NIKE-JERSEY-LARGE/263372797499?hash=item3d523df63b:g:fx8AAOSw9V1ah40f,1
72,https://www.ebay.ca/itm/24-Bob-PROBERT-Chicago-BLACKHAWKS-Replica-PRO-PLAYER-Jersey-Size-Mens-XL/263732660102,1
73,https://www.ebay.ca/itm/NHL-Pittsburgh-Penguins-Premier-jersey-SUTTER-16-REEBOK-Authentic-Official-blck/263752855518,1
74,https://imgur.com/a/2PE5nYg,0
75,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.de%2Fulk%2Fitm%2F263763841303,1
76,https://www.ebay.com/itm/Anaheim-Ducks-Jersey-Signed-by-Rickard-Rakell-Sz-50-L-NWT/282922760435?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160908105057%26meid%3D616b4b72d38c4bae916d22be133ce748%26pid%3D100675%26rk%3D1%26rkt%3D15%26sd%3D282922760435%26itm%3D282922760435&_trksid=p2481888.c100675.m4236&_trkparms=pageci%3A7ce33d91-7584-11e8-8dd5-74dbd1807af9%7Cparentrq%3A23b26a7d1640aa4799f886f9fffde27d%7Ciid%3A1,1
77,http://imgur.com/gallery/HSJ5Jsa,1
78,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F223025274168,1
79,https://imgur.com/a/RfJZ4S8,1
80,https://imgur.com/a/RyHyevx,1
81,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F223023430691,1
82,https://www.ebay.com/itm/273313690592,1
83,https://www.ebay.com/itm/163110274023,0
84,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.ca%2Fulk%2Fitm%2F192557316325,0
85,https://www.ebay.com/itm/Toronto-Maple-Leafs-34-Auston-Matthews-Home-Blue-Jersey-Brand-New-2017-18-Ad/182933550086?var=690249535461&hash=item2a97b07406:m:mPnufNa_K6YzrS_No4M8emA,0
86,https://www.ebay.ca/itm/VINTAGE-7-Chris-CHELIOS-Chicago-BLACKHAWKS-Replica-CCM-Jersey-Size-Mens-XXL/263732660343,1
87,https://www.ebay.com/itm/272569184103,1
88,https://imgur.com/a/leVznWn,1
89,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F223013199970,0
90,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F123162273469,0
91,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F192542508405,1
92,https://www.ebay.com/itm/Carl-Hagelin-62-Black-Pittsburgh-Penguins-Authentic-Reebok-Hockey-Jersey-size-52/112967282603?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2055119.m1438.l2649,0
93,https://imgur.com/a/6M6t8vi,1
94,https://imgur.com/a/frdQtjg,1
95,https://www.ebay.com/itm/NWT-St-Louis-Blues-Brayden-Schenn-Size-46-Adidas-Jersey-See-Photos/263778849035?hash=item3d6a71d10b:g:K2YAAOSwCHJbGcEH#shpCntId,1
96,https://www.ebay.com/itm/Vintage-Carolina-Hurricanes-CCM-Jersey-XL-NWT-Semi-Pro-Stitched-NHL-Hockey-Home/312121063912?\_trkparms=aid&#37;3D222007&#37;26algo&#37;3DSIM.MBE&#37;26ao&#37;3D2&#37;26asc&#37;3D44040&#37;26meid&#37;3D818083c35ee94803a25d10fc6aa962fd&#37;26pid&#37;3D100005&#37;26rk&#37;3D5&#37;26rkt&#37;3D12&#37;26sd&#37;3D282668338197&#37;26itm&#37;3D312121063912&\_trksid=p2047675.c100005.m1851,1
97,https://www.ebay.com/itm/Atlanta-Thrashers-Jersey-Size-XL-3rd-Alternate-Vintage-Blue-Red-CCM-2-Exelby-/153061160601,1
98,https://www.ebay.com/itm/NWT-Teemu-Selanne-Anaheim-Ducks-Throwback-Home-Jersey-CCM-Size-Medium-48/302749585381?hash=item467d480fe5:g:BNwAAOSwMGVaUtbD,0
99,https://imgur.com/a/HP0mbM8,0
100,https://rover.ebay.com/rover/0/0/99?loc=https%3A%2F%2Fwww.ebay.com%2Fp%2F632528665%3Fiid%3D302137696946,1
101,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F183292964120,1
102,https://imgur.com/a/EzIaQwc,1
103,https://www.ebay.com/itm/202349929870,1
104,https://www.ebay.com/itm/223033011592,1
105,https://www.ebay.com/itm/323318267656,1
106,https://m.ebay.com/itm/Vintage-Koho-Mighty-Ducks-Replica-Jersey/283017521361?,1
107,https://m.ebay.com/itm/CCM-Vintage-Atlanta-Thrashers-Patrick-Stefan-13-Hockey-Jersey-XL-/183287734790?oid=153061160601,1
108,https://www.ebay.com/itm/VINTAGE-90s-TEAM-ISSUED-CCM-NHL-NASHVILLE-PREDATORS-JERSEY-SIZE-58-G/391172691898?hash=item5b13b597ba:g:Dk0AAOSwJ4hY8oQc,1
109,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F153074407541,0
110,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F113104326050,0
111,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F253524264820,1
112,https://www.ebay.com/itm/Sam-Reinhart-Reebok-Premier-Buffalo-Sabres-NHL-Jersey-Navy-Blue-NEW-SEWN-NAME/223026148152?var=null,1
113,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F153076145492,0
114,https://imgur.com/a/JMJ0hHV,1
115,https://www.ebay.com/itm/2018-BRAND-NEW-NEW-JERSEY-DEVILS-RED-9-TAYLOR-HALL-JERSEY-SZ-54/223020782617?hash=item33ed131419:g:K6YAAOSwDdlaocUB,0
116,https://www.ebay.ca/itm/Doug-Gilmour-New-Jersey-Devils-Jersey-Size-XL-CCM-Ultrafil-Vintage-Rare/232821248553,1
117,https://www.ebay.com/itm/153076927681,1
118,https://imgur.com/a/L6vbeRO,0
119,https://www.ebay.com/itm/VTG-JERSEY-CCM-MINNESOTA-WILD-SZ-XL-MEN-HOCKEY-90S-NHL-SEWN/223027012320?hash=item33ed7222e0:g:pusAAOSwjjpa-1Ph,1
120,https://imgur.com/gallery/aX3ZTXk,1
121,https://www.ebay.com/itm/San-Jose-Sharks-Arturs-Irbe-Jersey-Starter-L/323314536232?_trkparms=aid%3D888007%26algo%3DDISC.MBE%26ao%3D1%26asc%3D52910%26meid%3Dc0c53e378732426dab17fdaedcac10e0%26pid%3D100009%26rk%3D1%26rkt%3D2%26sd%3D263779207232%26itm%3D323314536232&_trksid=p2047675.c100009.m1982,1
122,https://www.ebay.com/itm/Calgary-Flames-Jerome-Iginla-Medium-Jersey-Mens/253707880472?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2055119.m1438.l2649#viTabs_0,1
123,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F123029989980,1
124,https://www.ebay.com/itm/Los-Angeles-Kings-Reebok-Authentic-On-Ice-Game-Hockey-Jersey-56-3XL-Fight-Strap/323318204356?hash=item4b474447c4:g:2awAAOSwBSxbJGV~:sc:USPSPriorityMailPaddedFlatRateEnvelope!93003!US!-1,1
125,https://www.ebay.com/itm/Vintage-Boston-Bruins-NHL-Home-Hockey-Jersey-Black-CCM-Adult-XL/372347849493?_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D52971%26meid%3Da215e90e82e44cc88863807ebd6675f5%26pid%3D100675%26rk%3D3%26rkt%3D15%26sd%3D361041477747%26itm%3D372347849493&_trksid=p2481888.c100675.m4236&_trkparms=pageci%3A60668427-7c27-11e8-b767-74dbd180433c%7Cparentrq%3A4f3040381640a9cb1f05f671fff5f0fd%7Ciid%3A1,1
126,http://imgur.com/a/OSijE,0
127,https://imgur.com/gallery/Vu7RlwJ,1
128,https://imgur.com/a/pBgfVMw,1
129,https://imgur.com/a/AKTyHMV,1
130,https://imgur.com/a/hUUzZt5,1
131,https://imgur.com/gallery/K4krBfd,0
132,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F202439487533,0
133,https://imgur.com/a/G51UKwL,1
134,https://imgur.com/a/hurwLMP,1
135,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F153184619069,1
136,https://www.ebay.com/itm/NHL-CCM-Heroes-Of-Hockey-Alumni-Throwback-Home-Away-Jersey-Collection-Mens/302410582184?var=601242964220&hash=item46691348a8:g:9BYAAOSwwxlZi9lb,1
137,https://imgur.com/a/ESBXRh7,1
138,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F183298683978,0
139,https://i.imgur.com/IIkBOSs.jpg,1
140,https://www.ebay.com/itm/Philadelphia-Flyers-2012-Reebok-NHL-winter-classic-replica-jersey-New-with-tags/273403156473?hash=item3fa81917f9:g:zXgAAOSwZVJazBF0:sc:USPSPriorityMailPaddedFlatRateEnvelope!98513!US!-1,1
141,https://www.ebay.com/itm/St-Louis-Blues-Pro-Authentic-CCM-Center-Ice-NHL-Jersey-Vintage-54-Fight-Strap/132759167980?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2055359.m1431.l2649,1
142,https://m.ebay.com/itm/vtg-BUFFALO-SABRES-90s-Jersey-MED-CCM-nhl-Old-Sword-Logo-Sewn-throwback-M/362308398214?hash=item545b436c86:g:KSwAAOSwvcVa6M8L,1
143,https://m.ebay.com/itm/NWT-Wayne-Gretzky-New-York-Rangers-Throwback-Home-Jersey-CCM-Size-XXL-54/302773974071?hash=item467ebc3437:g:YZMAAOSwhHJbCIZx:sc:USPSPriority!34714!US!-1,0
144,https://imgur.com/gallery/QQzERzL,1
145,https://m.ebay.com/itm/New-York-Islanders-2-Streit-12-Bailey-21-Okposo-Navy-Jersey-Sz-48-50-52-54-56/163152916004?hash=item25fcabee24%3Am%3AmFnAWlg6tQT2TTG0OGxZQDg&var=462316779582,0
146,https://www.ebay.com/itm/Pittsburgh-Penguins-72-Patric-Hornqvist-Signed-Pro-Jersey-With-Frozen-Pond-COA-/163220716903?_trksid=p2047675.l2557&ssPageName=STRK%3AMEBIDX%3AIT&nma=true&si=QmZCy9OX%252BQ%252FRAiq71q8lem08Yz0%253D&orig_cvip=true&nordt=true&rt=nc,1
147,https://imgur.com/gallery/s5fepGW,0
148,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F292710701714,1
149,https://imgur.com/gallery/zoL1BhR,0
150,https://www.ebay.com/itm/Vintage-Atlanta-Thrashers-NHL-CCM-Hockey-Jersey-Size-Medium-White-Blue-Red/223094367643?hash=item33f175e59b:g:gEwAAOSw15Vba0pp,1
151,https://www.ebay.com/itm/Pittsburgh-Penguins-hockey-jersey-size-56/323338503908?hash=item4b487a06e4:g:hwUAAOSwW9FbLcP4,1
152,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.ca%2Fulk%2Fitm%2F273446998156,0
153,https://m.ebay.com/itm/new-rare-st-louis-blues-2XL-vladamir-tarasenko-limited-edt-reebok-hockey-jersey/132302067640?hash=item1ecdd157b8:g:LrkAAOSw-ZBZmje5,1
154,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F153143634966,0
155,https://www.ebay.com/usr/centralvalleysports1,1
156,https://www.ebay.com/itm/Reebok-RBK-sewn-New-York-Rangers-Hockey-NHL-blank-jersey-XXL/113209120896?hash=item1a5bca1880,1
157,https://imgur.com/a/5dWK62k,1
158,https://www.ebay.com/itm/New-Pavel-Datsyuk-13-Detroit-Red-Wings-Mens-S-Small-Premier-Reebok-Jersey-130/382435532466?epid=22018033552&hash=item590aef1eb2:g:C-gAAOSwuvla0PT6,1
159,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F283143250671,1
160,https://www.ebay.com/itm/DEREK-ROY-BUFFALO-SABRES-SIZE-54-JERSEY-MENS-WITH-FLIGHT-STRAP-SEWN/123332596493?hash=item1cb732130d:g:MewAAOSwC6hatH9w,0
161,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.ca%2Fulk%2Fitm%2F132780006033,1
162,https://www.ebay.com/itm/BROCK-BOESER-VANCOUVER-CANUCKS-NHL-TEAM-ISSUED-REEBOK-AUTHENTIC-PRO-STOCK-JERSEY/163245289493?hash=item26022d7015:g:CGQAAOSwyKJbiJxd,1
163,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F113239788282,1
164,https://www.ebay.com/itm/VINTAGE-9-Paul-KARIYA-Anaheim-MIGHTY-DUCKS-Auth-ON-ICE-Jersey-Sz-Mens-54-XXL/253872008204?hash=item3b1bf36c0c:g:nbQAAOSwi6NbnGYQ,1
165,https://imgur.com/gallery/XWX3GVy,0
166,https://i.imgur.com/YRFUVVU.jpg,1
167,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F302886898734,1
168,https://www.ebay.com/itm/RARE-RBK-Calgary-Hitmen-2005-10th-Anniversary-Alt-Jersey-Small-Getzlaf-Ladd-WHL/142920126260,1
169,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F302887055132,1
170,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F163262652114,1
171,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F113240558032,0
172,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F123365325989,0
173,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F113247135377,1
174,https://www.ebay.com/itm/John-Tavares-New-York-Islanders-adidas-Jersey-NWT-size-52/132769240449?hash=item1ee9a9d581:g:fDQAAOSwPSRbjuSY,1
175,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F392123741559,1
176,https://www.ebay.com/itm/Auston-Matthews-Toronto-Maple-Leafs-Reebok-Premier-Jersey-Away-White-Size-M/123318193909?hash=item1cb6564ef5:g:8bAAAOSwORRbd1vx,1
177,https://www.ebay.com/itm/Vintage-new-york-rangers-winter-classic-jersey-lundqvist-embroidered-authentic/183381855783?ssPageName=STRK%3AMEBIDX%3AIT&_trksid=p2060353.m2763.l2648#viTabs_0,0
178,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F142937360620,1
179,https://imgur.com/a/nYbIVjV,1
180,https://imgur.com/a/E26IswA,1
181,https://www.ebay.com/itm/NHL-Hockey-Jersey-Washington-Capitals-Ovechkin-Road-White-size-L/392127198469?\_trkparms=aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160908105057%26meid%3Dd49b2b916a9f4e59ae212d1d641d235c%26pid%3D100675%26rk%3D1%26rkt%3D15%26sd%3D392127198469%26itm%3D392127198469&\_trksid=p2481888.c100675.m4236&\_trkparms=pageci%3A1e956220-bdca-11e8-b97b-74dbd180ab50%7Cparentrq%3Afd56b53b1650aad083ffc311fffd14b4%7Ciid%3A1,0
182,https://imgur.com/a/cwYIn0U,0
183,https://imgur.com/a/4y6YgMQ,0
184,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.co.uk%2Fulk%2Fitm%2F232926413905,1
185,https://imgur.com/a/mzc7hxZ,1
186,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F163261779717,0
187,https://www.ebay.com/itm/PITTSBURGH-PENGUINS-87-CROSBY-NHL-REEBOK-BLUE-SEWN-HOCKEY-JERSEY-MEN-S/192661518911?hash=item2cdb857a3f:g:4fIAAOSwOvRbU3ce,1
188,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F132712818671,1
189,https://imgur.com/a/0IPgV8A,1
190,https://imgur.com/a/4xI7Cql,0
191,https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F283169555817,1
